layer,variable,variable_data
rgn_georegions,dir_2016a,
rgn_georegions,name_data_fld,georgn_id
rgn_georegions,fn_2012a,rgn_georegions_long_2013b.csv
rgn_georegions,fn_2013a,rgn_georegions_long_2013b.csv
rgn_georegions,fn_2014a,
rgn_georegions,fn_2015a,
rgn_georegions,fn_2016a,
rgn_georegions,ingest,TRUE
rgn_global,dir_2012a,ohiprep:globalprep/spatial/v2013
rgn_global,dir_2013a,ohiprep:globalprep/spatial/v2013
rgn_global,dir_2014a,
rgn_global,dir_2015a,
rgn_global,dir_2016a,
rgn_global,name_data_fld,label
rgn_global,fn_2012a,rgn_global.csv
rgn_global,fn_2013a,rgn_global.csv
rgn_global,fn_2014a,
rgn_global,fn_2015a,
rgn_global,fn_2016a,
rgn_global,ingest,TRUE
rgn_labels,dir_2012a,ohiprep:globalprep/spatial/v2013
rgn_labels,dir_2013a,ohiprep:globalprep/spatial/v2013
rgn_labels,dir_2014a,
rgn_labels,dir_2015a,
rgn_labels,dir_2016a,
rgn_labels,name_data_fld,label
rgn_labels,fn_2012a,rgn_labels.csv
rgn_labels,fn_2013a,rgn_labels.csv
rgn_labels,fn_2014a,
rgn_labels,fn_2015a,
rgn_labels,fn_2016a,
rgn_labels,ingest,TRUE
sp_alien,dir_2012a,ohiprep:globalprep/prs_alien/v2013/data
sp_alien,dir_2013a,ohiprep:globalprep/prs_alien/v2013/data
sp_alien,dir_2014a,
sp_alien,dir_2015a,
sp_alien,dir_2016a,
sp_alien,name_data_fld,pressures.score
sp_alien,fn_2012a,p_sp_alien_2013a.csv
sp_alien,fn_2013a,p_sp_alien_2013a.csv
sp_alien,fn_2014a,
sp_alien,fn_2015a,
sp_alien,fn_2016a,
sp_alien,ingest,TRUE
sp_alien_species,dir_2012a,ohiprep:globalprep/res_cbd_habitat/v2014/data
sp_alien_species,dir_2013a,ohiprep:globalprep/res_cbd_habitat/v2014/data
sp_alien_species,dir_2014a,
sp_alien_species,dir_2015a,
sp_alien_species,dir_2016a,
sp_alien_species,name_data_fld,resilience score
sp_alien_species,fn_2012a,r_alien_species_Nature2012disaggregated.csv
sp_alien_species,fn_2013a,r_alien_species_Nature2012disaggregated.csv
sp_alien_species,fn_2014a,
sp_alien_species,fn_2015a,
sp_alien_species,fn_2016a,
sp_alien_species,ingest,TRUE
sp_genetic,dir_2012a,ohiprep:globalprep/mar/v2016/output
sp_genetic,dir_2013a,ohiprep:globalprep/mar/v2016/output
sp_genetic,dir_2014a,ohiprep:globalprep/mar/v2016/output
sp_genetic,dir_2015a,ohiprep:globalprep/mar/v2016/output
sp_genetic,dir_2016a,ohiprep:globalprep/mar/v2016/output
sp_genetic,name_data_fld,pressure_score
sp_genetic,fn_2012a,GenEsc_v2012.csv
sp_genetic,fn_2013a,GenEsc_v2013.csv
sp_genetic,fn_2014a,GenEsc_v2014.csv
sp_genetic,fn_2015a,GenEsc_v2015.csv
sp_genetic,fn_2016a,GenEsc_v2016.csv
sp_genetic,ingest,TRUE
species_diversity_3nm,dir_2012a,ohiprep:globalprep/spp_ico/v2016/output
species_diversity_3nm,dir_2013a,ohiprep:globalprep/spp_ico/v2016/output
species_diversity_3nm,dir_2014a,
species_diversity_3nm,dir_2015a,
species_diversity_3nm,dir_2016a,
species_diversity_3nm,name_data_fld,score
species_diversity_3nm,fn_2012a,spp_status_3nm.csv
species_diversity_3nm,fn_2013a,spp_status_3nm.csv
species_diversity_3nm,fn_2014a,
species_diversity_3nm,fn_2015a,
species_diversity_3nm,fn_2016a,
species_diversity_3nm,ingest,TRUE
species_diversity_eez,dir_2012a,ohiprep:globalprep/spp_ico/v2016/output
species_diversity_eez,dir_2013a,ohiprep:globalprep/spp_ico/v2016/output
species_diversity_eez,dir_2014a,
species_diversity_eez,dir_2015a,
species_diversity_eez,dir_2016a,
species_diversity_eez,name_data_fld,score
species_diversity_eez,fn_2012a,spp_status_global.csv
species_diversity_eez,fn_2013a,spp_status_global.csv
species_diversity_eez,fn_2014a,
species_diversity_eez,fn_2015a,
species_diversity_eez,fn_2016a,
species_diversity_eez,ingest,TRUE
spp_status,dir_2012a,ohiprep:globalprep/spp_ico/v2016/output
spp_status,dir_2013a,ohiprep:globalprep/spp_ico/v2016/output
spp_status,dir_2014a,
spp_status,dir_2015a,
spp_status,dir_2016a,
spp_status,name_data_fld,score
spp_status,fn_2012a,spp_status_global.csv
spp_status,fn_2013a,spp_status_global.csv
spp_status,fn_2014a,
spp_status,fn_2015a,
spp_status,fn_2016a,
spp_status,ingest,TRUE
spp_trend,dir_2012a,ohiprep:globalprep/spp_ico/v2016/output
spp_trend,dir_2013a,ohiprep:globalprep/spp_ico/v2016/output
spp_trend,dir_2014a,
spp_trend,dir_2015a,
spp_trend,dir_2016a,
spp_trend,name_data_fld,score
spp_trend,fn_2012a,spp_trend_global.csv
spp_trend,fn_2013a,spp_trend_global.csv
spp_trend,fn_2014a,
spp_trend,fn_2015a,
spp_trend,fn_2016a,
spp_trend,ingest,TRUE
ss_spi,dir_2012a,ohiprep:globalprep/prs_res_spi/v2016/output
ss_spi,dir_2013a,ohiprep:globalprep/prs_res_spi/v2016/output
ss_spi,dir_2014a,
ss_spi,dir_2015a,
ss_spi,dir_2016a,
ss_spi,name_data_fld,pressure_score
ss_spi,fn_2012a,spi_prs.csv
ss_spi,fn_2013a,spi_prs.csv
ss_spi,fn_2014a,
ss_spi,fn_2015a,
ss_spi,fn_2016a,
ss_spi,ingest,TRUE
ss_wgi,dir_2012a,ohiprep:globalprep/prs_res_wgi/v2016/output
ss_wgi,dir_2013a,ohiprep:globalprep/prs_res_wgi/v2016/output
ss_wgi,dir_2014a,ohiprep:globalprep/prs_res_wgi/v2016/output
ss_wgi,dir_2015a,ohiprep:globalprep/prs_res_wgi/v2016/output
ss_wgi,dir_2016a,ohiprep:globalprep/prs_res_wgi/v2016/output
ss_wgi,name_data_fld,pressure_score
ss_wgi,fn_2012a,wgi_prs_2012.csv
ss_wgi,fn_2013a,wgi_prs_2013.csv
ss_wgi,fn_2014a,wgi_prs_2014.csv
ss_wgi,fn_2015a,wgi_prs_2015.csv
ss_wgi,fn_2016a,wgi_prs_2016.csv
ss_wgi,ingest,TRUE
tr_jobs_pct_tourism,dir_2012a,ohiprep:globalprep/tr/v2016/output
tr_jobs_pct_tourism,dir_2013a,ohiprep:globalprep/tr/v2016/output
tr_jobs_pct_tourism,dir_2014a,
tr_jobs_pct_tourism,dir_2015a,
tr_jobs_pct_tourism,dir_2016a,
tr_jobs_pct_tourism,name_data_fld,Ep
tr_jobs_pct_tourism,fn_2012a,tr_jobs_pct_tourism.csv
tr_jobs_pct_tourism,fn_2013a,tr_jobs_pct_tourism.csv
tr_jobs_pct_tourism,fn_2014a,
tr_jobs_pct_tourism,fn_2015a,
tr_jobs_pct_tourism,fn_2016a,
tr_jobs_pct_tourism,ingest,TRUE
tr_sustainability,dir_2012a,ohiprep:globalprep/tr/v2015/data
tr_sustainability,dir_2013a,ohiprep:globalprep/tr/v2015/data
tr_sustainability,dir_2014a,ohiprep:globalprep/tr/v2015/data
tr_sustainability,dir_2015a,ohiprep:globalprep/tr/v2015/data
tr_sustainability,dir_2016a,
tr_sustainability,name_data_fld,S_score
tr_sustainability,fn_2012a,tr_sustainability_2014.csv
tr_sustainability,fn_2013a,tr_sustainability_2014.csv
tr_sustainability,fn_2014a,tr_sustainability_2014.csv
tr_sustainability,fn_2015a,tr_sustainability.csv
tr_sustainability,fn_2016a,
tr_sustainability,ingest,TRUE
tr_travelwarnings,dir_2012a,ohiprep:globalprep/tr/v2016/output
tr_travelwarnings,dir_2013a,ohiprep:globalprep/tr/v2016/output
tr_travelwarnings,dir_2014a,
tr_travelwarnings,dir_2015a,
tr_travelwarnings,dir_2016a,
tr_travelwarnings,name_data_fld,multiplier
tr_travelwarnings,fn_2012a,tr_travelwarnings.csv
tr_travelwarnings,fn_2013a,tr_travelwarnings.csv
tr_travelwarnings,fn_2014a,
tr_travelwarnings,fn_2015a,
tr_travelwarnings,fn_2016a,
tr_travelwarnings,ingest,TRUE
wgi_all,dir_2012a,ohiprep:globalprep/prs_res_wgi/v2016/output
wgi_all,dir_2013a,ohiprep:globalprep/prs_res_wgi/v2016/output
wgi_all,dir_2014a,ohiprep:globalprep/prs_res_wgi/v2016/output
wgi_all,dir_2015a,ohiprep:globalprep/prs_res_wgi/v2016/output
wgi_all,dir_2016a,ohiprep:globalprep/prs_res_wgi/v2016/output
wgi_all,name_data_fld,resilience_score
wgi_all,fn_2012a,wgi_res_2012.csv
wgi_all,fn_2013a,wgi_res_2013.csv
wgi_all,fn_2014a,wgi_res_2014.csv
wgi_all,fn_2015a,wgi_res_2015.csv
wgi_all,fn_2016a,wgi_res_2016.csv
wgi_all,ingest,TRUE
