"targets","layer","dir_2012a","fn_2012a","dir_2013a","fn_2013a","dir_2014a","fn_2014a","dir_2015a","fn_2015a","src_2015a","src_2014a","name","description","citation_nature2012","citation_plos2013","fld_value","units","X2013a_source","children","children_notes","disaggregation.function","updated","still.to.do.with.2013a.file.","derive_function","layer_old","X","ingest","dir_whence_2013a","whence_2013a","clip_n_ship_disag","clip_n_ship_disag_description","uninhabited_expect","fn_nature2012","id_num","id_chr","category","year","value_num","value_chr"
"pressures CW","po_chemicals","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","po_chemicals_2012_NEW.csv","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","po_chemicals_2013_NEW.csv",,,,,,"N","Ocean-based chemical pollution","Modeled ocean-based chemical pollution from commercial shipping traffic and ports and harbors (Halpern et al. 2008).

Data sources:

- Halpern, B.S., Walbridge S., Selkoe, K.A., Kappel, C.V., Micheli, F., D'Agrosa, C., Bruno, J.F., Casey, K.S., Ebert, C., Fox, H.E., Fujita, R., Heinemann, D., Lenihan, H.S., Madin, E.M.P., Perry, M.T., Selig, E.R., Spalding, M., Steneck, R., Watson, R. (2008) **A global map of human impact on marine ecosystems**. _Science_, 3199(5865): 948-952. [doi:10.1126/science.1149345](http://dx.doi.org/10.1126/science.1149345)
","7.06-7.08","5.08","pressure_score","pressure score",,"new",,"NA (updated data)","Y",,,"po_chemicals",,TRUE,,,"raster","spatial data was extracted for each region. ","NA","p_po_chemicals.csv","region_id",,,,"pressures_score",
"pressures CW","po_nutrients","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","po_nutrients_2012_NEW.csv","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","po_nutrients_2013_NEW.csv",,,,,,"N","Ocean nutrient pollution","Modeled ocean nutrient pollution (Halpern et al. 2008).

Data sources:

- Halpern, B.S., Walbridge S., Selkoe, K.A., Kappel, C.V., Micheli, F., D'Agrosa, C., Bruno, J.F., Casey, K.S., Ebert, C., Fox, H.E., Fujita, R., Heinemann, D., Lenihan, H.S., Madin, E.M.P., Perry, M.T., Selig, E.R., Spalding, M., Steneck, R., Watson, R. (2008) **A global map of human impact on marine ecosystems**. _Science_, 3199(5865): 948-952. [doi:10.1126/science.1149345](http://dx.doi.org/10.1126/science.1149345)
","7.51","5.55","pressure_score","pressure score",,"new",,"NA (updated data)","Y",,,"po_nutrients",,TRUE,,,"raster","spatial data was extracted for each region. ","NA","p_po_nutrients.csv","region_id",,,,"pressures_score",
"pressures CW","po_pathogens","ohiprep:globalprep/whounicef_sanitation/v2015/data","po_pathogens_popdensity25mi_2012a.csv","ohiprep:globalprep/whounicef_sanitation/v2015/data","po_pathogens_popdensity25mi_2013a.csv","ohiprep:globalprep/whounicef_sanitation/v2015/data","po_pathogens_popdensity25mi_2014a.csv","ohiprep:globalprep/whounicef_sanitation/v2015/data","po_pathogens_popdensity25mi_2015a.csv",,"Y: done","Access to improved sanitation as a proxy for pathogen pollution","Percent of population with access to improved sanitation facilities. 

Data sources:

- [World Health Organization and United Nations Children's Fund's Joint Monitoring Programme (WHO/UNICEF's JMP)](http://www.wssinfo.org/data-estimates/table)
","7.53","5.57","pressure_score","pressure score",,"new",,,"Y",,,"po_pathogens",,TRUE,,,"raster","spatial data was extracted for each region. ","NA","p_po_pathogens.csv","region_id",,,,"pressures_score",
"pressures CW","po_trash","ohiprep:globalprep/PressuresRegionExtract/data","trash_eez_2015.csv","ohiprep:globalprep/PressuresRegionExtract/data","trash_eez_2015.csv","ohiprep:globalprep/PressuresRegionExtract/data","trash_eez_2015.csv",,,,"Y: done","Trash pollution","Density of trash from coastal land and sea (Ocean Conservancy). 

Data sources:

- [Ocean Conservancy International Coastal Cleanup 2012](http://www.oceanconservancy.org/our-work/international-coastal-cleanup/2012-ocean-trash-index.html)
","7.67","5.73","pressure_score","pressure score",,"new","2012 file: all parent values assigned to children; 2013a file: georegionally gapfilled, southern islands = NA","NA (updated data)","Y","convert from pounds/mile to pressures score",,"po_trash",,TRUE,"neptune_data:model/GL-OceanConserv-Trash_v2012/data","rgn_oc_trash_2013a_whence.csv","equal","global pressures data were applied equally to all regions.","NA","p_po_trash.csv","region_id",,,,"pressures_score",
"pressures HAB","hab_presence","neptune_data:model/GL-NCEAS-Habitats_v2013a/data","hab_habitat_presence_NewSeaIce_2012.csv","neptune_data:model/GL-NCEAS-Habitats_v2013a/data","hab_habitat_presence_NewSeaIce.csv",,,,,,,"Habitat presence","Modeled combined habitat presence","6J",,"boolean","boolean","2012a","new",,,"N",,,"rnk_hab_presence",,TRUE,"exclude",,"equal","global pressures data were applied equally to all regions.",,"hab_presence.csv","region_id",,"habitat",,"boolean",
"resilience","alien_species","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_alien_species_Nature2012disaggregated.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_alien_species_Nature2012disaggregated.csv",,,,,,"N","Alien species","The number and type of invasive and harmful invasive species in each marine ecoregion (Molnar et al. 2008). 

Data sources:

- Molnar, J.L., Gamboa, R.L., Revenga C., Spalding, M. (2008). **Assessing the global threat of invasive species to marine biodiversity**. _Frontiers in Ecology and the Environment_ 6(485). [doi:10.1890/070064](http://dx.doi.org/10.1890/070064)
","7.01","5.01","resilience score","resilience score","2012a","parent",,,"N",,,"alien_species",,TRUE,"neptune_data:model/GL-NCEAS-Resilience_v2013a/whence_2013a","CBDaliens_whence.csv","equal","global resilience data were applied equally to all regions.",,,,,,,,
"resilience","cites","ohiprep:globalprep/cites_signatories/v2015/data","rgn_cites_eez2012.csv","ohiprep:globalprep/cites_signatories/v2015/data","rgn_cites_eez2013.csv","ohiprep:globalprep/cites_signatories/v2015/data","rgn_cites_eez2014.csv","ohiprep:globalprep/cites_signatories/v2015/data","rgn_cites_eez2015.csv","Y: done","Y: done","Resilience from commitment to CITES","Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES) signatories.

Data sources:

- [CITES List of Contracting Parties](http://www.cites.org/eng/disc/parties/chronolo.php)

","7.16","5.15","resilience_score","resilience score","2012a","parent",,"disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_cites.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_cites_2013a.csv', fld.value=NA, weight.csv=NA)","N",,,"cites",,TRUE,"neptune_data:model/GL-CITES-Signatories_v2013/data","rgn_cites_2013_all_whence.csv","equal","global resilience data were applied equally to all regions.",,"r_cites.csv","region_id",,,,"resilience_score",
"resilience","fishing_v1","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v1_2012a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v1_2013a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v1_2014a.csv",,,,"Y: done","CBD survey: coastal fishing v1","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","7.14","5.14","resilience score","resilience score","new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_fishing_v1.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_fishing_v1_2013a.csv', fld.value=NA, weight.csv=NA)","N",,,"fishing_v1",,TRUE,,,"equal","global resilience data were applied equally to all regions.",,"r_fishing_v1.csv","region_id",,,,"resilience_score",
"resilience","fishing_v1_eez","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v1_eez_2012a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v1_eez_2013a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v1_eez_2014a.csv",,,,"Y: done","CBD survey: ocean fishing v1","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","7.14","5.14","resilience score","resilience score","new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_fishing_v1_eez.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_fishing_v1_eez_2013a.csv', fld.value=NA, weight.csv=NA)","N",,,"fishing_v1_eez",,TRUE,,,"equal","global resilience data were applied equally to all regions.",,"r_fishing_v1_eez.csv","region_id",,,,"resilience_score",
"resilience","fishing_v2_eez","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v2_eez_2012a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v2_eez_2013a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v2_eez_2014a.csv",,,,"Y: done","CBD survey: ocean fishing v2","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","7.14","5.14","resilience score","resilience score","new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_fishing_v2_eez.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_fishing_v2_eez_2013a.csv', fld.value=NA, weight.csv=NA)","N",,,"fishing_v2_eez",,TRUE,,,"equal","global resilience data were applied equally to all regions.",,"r_fishing_v2_eez.csv","region_id",,,,"resilience_score",
"resilience","fishing_v3","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v3_2012a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v3_2013a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v3_2014a.csv",,,,"Y: done","CBD survey: coastal fishing v3","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","7.14","5.14","resilience score","resilience score","new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_fishing_v3.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_fishing_v3_2013a.csv', fld.value=NA, weight.csv=NA)","N",,,"fishing_v3",,TRUE,,,"equal","global resilience data were applied equally to all regions.",,"r_fishing_v3.csv","region_id",,,,"resilience_score",
"resilience","fishing_v3_eez","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v3_eez_2012a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v3_eez_2013a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v3_eez_2014a.csv",,,,"Y: done","CBD survey: ocean fishing v3","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","7.14","5.14","resilience score","resilience score","new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_fishing_v3_eez.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_fishing_v3_eez_2013a.csv', fld.value=NA, weight.csv=NA)","N",,,"fishing_v3_eez",,TRUE,,,"equal","global resilience data were applied equally to all regions.",,"r_fishing_v3_eez.csv","region_id",,,,"resilience_score",
"resilience","habitat","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_habitat_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_habitat_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_habitat_2013a.csv",,,,,"CBD survey: habitat","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","7.14","5.14","resilience score","resilience score","new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_habitat.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_habitat_2013a.csv', fld.value=NA, weight.csv=NA)","N",,,"habitat",,TRUE,,,"equal","global resilience data were applied equally to all regions.",,"r_habitat.csv","region_id",,,,"resilience_score",
"resilience","habitat_combo","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_habitat_combo_2012a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_habitat_combo_2013a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_habitat_combo_2014a.csv",,,,"Y: done","CBD survey: coastal habitat","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","7.14","5.14","resilience score","resilience score","new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_habitat_combo.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_habitat_combo_2013a.csv', fld.value=NA, weight.csv=NA)","N",,,"habitat_combo",,TRUE,,,"equal","global resilience data were applied equally to all regions.",,"r_habitat_combo.csv","region_id",,,,"resilience_score",
"resilience","habitat_combo_eez","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_habitat_combo_eez_2012a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_habitat_combo_eez_2013a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_habitat_combo_eez_2014a.csv",,,,"Y: done","CBD survey: ocean habitat","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","7.14","5.14","resilience score","resilience score","new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_habitat_combo_eez.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_habitat_combo_eez_2013a.csv', fld.value=NA, weight.csv=NA)","N",,,"habitat_combo_eez",,TRUE,,,"equal","global resilience data were applied equally to all regions.",,"r_habitat_combo_eez.csv","region_id",,,,"resilience_score",
"resilience","li_gci","ohiprep:globalprep/WEF-Economics/v2015/data","rgn_wef_gci_2012.csv","ohiprep:globalprep/WEF-Economics/v2015/data","rgn_wef_gci_2013.csv","ohiprep:globalprep/WEF-Economics/v2015/data","rgn_wef_gci_2014.csv","ohiprep:globalprep/WEF-Economics/v2015/data","rgn_wef_gci_2015.csv",,"Y: done","GCI: competitiveness in achieving sustained economic prosperity","Global Competitiveness Index (GCI) scores from the World Economic Forum.

Data sources:

- [World Economic Forum](http://www.weforum.org/issues/global-competitiveness)
","7.23","5.23","score","resilience score",,"parent","nature2012 data disaggregated for 2012a; 2013a data from new source","NA: 2013a data only reported for one year","Y",,,"li_gci",,TRUE,"ohiprep:Global/WEF-Economics_v2014/data","rgn_wef_gci_2014a.csv","equal","global resilience data were applied equally to all regions.","NA","r_li_gci.csv","region_id",,,,"resilience_score",
"resilience","li_sector_evenness","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_li_sector_evenness_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_li_sector_evenness_2013a.csv",,,,,,"N","Sector evenness as a measure of economic diversity","Shannon's Diversity Index calculated sector evenness based on the total number of sectors and the proportion of jobs belonging to any sector.","7.6","5.66","resilience score","resilience score","2012a","parent","(make sure same method as LE status data)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_li_sector_evenness.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_li_sector_evenness_2013a.csv', fld.value=NA, weight.csv=NA)","N",,,"li_sector_evenness",,TRUE,,,"equal","global resilience data were applied equally to all regions.","NA","r_li_sector_evenness.csv","region_id",,,,"resilience_score",
"resilience","mariculture","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_mariculture_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_mariculture_2013a.csv",,,,,,"N","CBD survey: mariculture","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","7.14","5.14","resilience score","resilience score","2012a","parent",,"disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_mariculture.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_mariculture_2013a.csv', fld.value=NA, weight.csv=NA)","N",,,"mariculture",,TRUE,,,"equal","global resilience data were applied equally to all regions.","NA","r_mariculture.csv","region_id",,,,"resilience_score",
"resilience","msi_gov","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_msi_gov_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_msi_gov_2013a.csv",,,,,,"N"," MSI sustainability and regulations","Mariculture practice assessment criteria from the Mariculture Sustainability Index (MSI). 

Data sources:

- Trujillo P. (2008). **Using a mariculture sustainability index to rank countriesâ performances**. In: A comparative assessment of biodiversity, fisheries and aquaculture in 53 countriesâ Exclusive Economic Zones, Alder J, Pauly D, editors. _Fisheries Centre Research Report_, vol. 16(7) p. 28â56.","7.3","5.33","resilience score","resilience score","2012a","parent",,"disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_msi_gov.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_msi_gov_2013a.csv', fld.value=NA, weight.csv=NA)","N","only 63 unique rgn_2012nature; so only 80 unique in rgns for 2012a and 2013a",,"msi_gov",,TRUE,,,"equal","global resilience data were applied equally to all regions.","NA","r_msi_gov.csv","region_id",,,,"resilience_score",
"resilience","species_diversity","ohiprep:globalprep/SpeciesDiversity/v2015/data","spp_status.csv","ohiprep:globalprep/SpeciesDiversity/v2015/data","spp_status.csv","ohiprep:globalprep/SpeciesDiversity/v2015/data","spp_status.csv","ohiprep:globalprep/SpeciesDiversity/v2015/data","spp_status.csv","Y",,"Ocean ecological integrity","Marine species diversity as a proxy for ecological integrity: ocean (IUCN).

Data sources:

- [International Union for Conservation of Nature (IUCN)](http://www.iucnredlist.org/technical-documents/classification-schemes/threats-classification-scheme)
","7.18","5.18","score","resilience score","new","new","(same as SPP status score)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_species_diversity.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_species_diversity_2013a.csv', fld.value=NA, weight.csv=NA)","N",,,"species_diversity",,TRUE,,,"equal","global resilience data were applied equally to all regions.",,"r_species_diversity.csv","region_id",,,,"resilience_score",
"resilience","species_diversity_3nm","ohiprep:globalprep/SpeciesDiversity/v2015/data","spp_status_3nm.csv","ohiprep:globalprep/SpeciesDiversity/v2015/data","spp_status_3nm.csv","ohiprep:globalprep/SpeciesDiversity/v2015/data","spp_status_3nm.csv","ohiprep:globalprep/SpeciesDiversity/v2015/data","spp_status_3nm.csv",,,"Coastal ecological integrity","Marine species diversity as a proxy for ecological integrity: coastal (IUCN).

Data sources:

- [International Union for Conservation of Nature (IUCN)](http://www.iucnredlist.org/technical-documents/classification-schemes/threats-classification-scheme)
","7.18","5.18","score","resilience score","new","new","(same as SPP score - clip to 3nm if time left nxt week)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_species_diversity_3nm.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_species_diversity_3nm_2013a.csv', fld.value=NA, weight.csv=NA)","N",,,"species_diversity_3nm",,TRUE,,,"equal","global resilience data were applied equally to all regions.",,"r_species_diversity_3nm.csv","region_id",,,,"resilience_score",
"resilience","tourism","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_tourism_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_tourism_2013a.csv",,,,,,"N","CBD survey: tourism","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","7.14","5.14","resilience score","resilience score","2012a","parent",,"disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_tourism.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_tourism_2013a.csv', fld.value=NA, weight.csv=NA)","N",,,"tourism",,TRUE,"neptune_data:model/GL-NCEAS-Resilience_v2013a/whence_2013a","CBDtourism_whence.csv","equal","global resilience data were applied equally to all regions.","NA","r_tourism.csv","region_id",,,,"resilience_score",
"resilience","water","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_water_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_water_2013a.csv",,,,,,"N","CBD survey: water","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","7.14","5.14","resilience score","resilience score","2012a","parent",,"disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_water.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_water_2013a.csv', fld.value=NA, weight.csv=NA)","N",,,"water",,TRUE,"neptune_data:model/GL-NCEAS-Resilience_v2013a/whence_2013a","CBDwater_whence.csv","equal","global resilience data were applied equally to all regions.",,"r_water.csv","region_id",,,,"resilience_score",
"resilience","wgi_all","ohiprep:globalprep/worldbank_wgi/data","rgn_wb_wgi_2012a.csv","ohiprep:globalprep/worldbank_wgi/data","rgn_wb_wgi_2013a.csv","ohiprep:globalprep/worldbank_wgi/data","rgn_wb_wgi_2014a.csv","ohiprep:globalprep/worldbank_wgi/data","rgn_wb_wgi_2015a.csv",,"Y: done","Strength of governance indicated with the WGI","World Governance Indicators (WGI) six combined scores.

Data sources:

- [Worldwide Governance Indicators (WGI)](http://info.worldbank.org/governance/wgi/index.asp)","7.7","5.77","score","resilience score",,"parent","2012a: parent; 2013a: soverignty gapfilling","NA (updated data)","Y","convert from WGI score: min=-2.49, max=1.98",,"wgi_all",,TRUE,"neptune_data:model/GL-WorldBank-WGI_v2011/data","rgn_wb_wgi_2013a_whence.csv","equal","global resilience data were applied equally to all regions.",,"r_wgi_all.csv","region_id",,,,"resilience_score",
"REV",,,,,,"ohiprep:Global/WTTC-Tourism_v2013/data","rgn_wttc_gdpt_2014a.csv",,,,"Y: done",,,,,,,,,,,,,,"gdp_total_contribution_tourism",,,,,,,,,,,,,,
"spatial","cntry_area_inland25mi",,,,,,,,,,"N","Country inland area 25 miles from shore","country inland area 25 miles from shore","3",,"km2","km^2","2012a","new",,"NA (updated data)",,,,"cn_cntry_area_inland25mi",,,,,"raster",,,"cntry_area_inland25mi.csv",,"country_id",,,"km2",
"spatial","cntry_area_inland50mi",,,,,,,,,,"N","Country inland area 50 miles from shore","country inland area 50 miles from shore","3",,"km2","km^2","2012a","new",,"NA (updated data)",,,,"cn_cntry_area_inland50mi",,,,,"raster",,,"cntry_area_inland50mi.csv",,"country_id",,,"km2",
"spatial","cntry_area_land",,,,,,,,,,"N","Country inland area total","country inland area","3",,"km2","km^2","2012a","new",,"NA (updated data)",,,,"cn_cntry_area_land",,,,,"raster",,,"cntry_area_land.csv",,"country_id",,,"km2",
"spatial","cntry_georegion_labels",,,,,,,,,,,"Georegion labels per country, at 3 georegion_levels","georegion labels per country, at 3 georegion_levels","3",,"georegion_label","georegion label","2012a","new",,"NA (updated data)",,,,"ctk_cntry_georegion_labels",,,,,"raster",,,"cntry_georegion_labels.csv",,"country_id","level",,,"georegion_label"
"spatial","cntry_georegions","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/manual_output","cntry_georegions_long_2013b.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/manual_output","cntry_georegions_long_2013b.csv",,,,,,,"Georegion ids per country, at 3 georegion levels","Lookup table of country codes and UN georegions at 3 georegion levels.

Data sources:

- [UN geographical region and composition](http://unstats.un.org/unsd/methods/m49/m49regin.htm)","3",,"georgn_id","georegion id","2012a","new",,"NA (updated data)",,,,"cnk_cntry_georegions",,TRUE,,,"raster","spatial data was extracted for each region. ",,"cntry_georegions.csv",,"country_id","level",,"georegion_id",
"spatial","cntry_label",,,,,,,,,,"N","Countries by ISO 3166 code","countries by ISO 3166 code","3",,"label","region label","2012a","new",,"NA (updated data)",,,,"ct_cntry_label",,,,,"raster",,,"cntry_label.csv",,"country_id",,,,"label"
"spatial","cntry_rgn","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/manual_output","cntry_rgn_2013.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/manual_output","cntry_rgn_2013.csv",,,,,,,"Regions per country","Lookup table of country codes (based on ISO 3166 country codes) and Ocean Health Index region idenifiers.

Data sources:

- [ISO 3166 country codes](http://en.wikipedia.org/wiki/ISO_3166-1)
","3",,"rgn_id","region id","2012a","new",,"NA (updated data)",,,,"cn_cntry_rgn",,TRUE,,,"raster","spatial data was extracted for each region.",,"cntry_rgn.csv",,"country_id",,,"region_id",
"spatial","rgn_area","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_fao_gcs_area.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_fao_gcs_area.csv",,,,,,,"Region area of total EEZ ocean","Area of Ocean Health Index regions based on exclusive economic zones (VLIZ 2012). 

Data sources:

- [VLIZ Maritime Boundaries Geodatabase, version 7](http://www.marineregions.org/)
","3",,"area_km2","km^2","2012a","new",,"NA (updated data)",,,,"rn_rgn_area",,TRUE,,,"raster","spatial data was extracted for each region.",,"rgn_area.csv","region_id",,,,"km2",
"spatial","rgn_area_inland1km","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_area_inland1km.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_area_inland1km.csv",,,,,,,"Region area 1 km inland","inland area 1 km from shore.","3",,"area_km2","km^2","2012a","new",,,,,,"rn_rgn_area_inland1km",,TRUE,,,"raster","spatial data was extracted for each region.",,"rgn_area_inland1km.csv","region_id",,,,"km2",
"spatial","rgn_area_offshore3nm","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_area_offshore3nm.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_area_offshore3nm.csv",,,,,,,"Region area offshore 3nm","Area of Ocean Health Index regions to 3nm (VLIZ 2012). 

Data sources:

- [VLIZ Maritime Boundaries Geodatabase, version 7](http://www.marineregions.org/)
","3",,"area_km2","km^2","2012a","new",,,,,,"rn_rgn_area_offshore3nm",,TRUE,,,"raster","spatial data was extracted for each region.",,"rgn_area_offshore3nm.csv","region_id",,,,"km2",
